chr	start	end	TargetGene	PctChange	Significant	Regulated	IncludeInModel	CustomTargetGeneTSS	strand	PrimaryTissue	NeighborhoodCellLine	PerturbMethod	Clonality	RNAReadoutMethod	Reference	Notes	Reason	nKO	semKO	nCtrl	semCtrl	lfcSE	padj	ClassAnnotation	nTests	PowerAtEffectSize=0.1	PowerAtEffectSize=0.2	PowerAtEffectSize=0.25	PowerAtEffectSize=0.5	CellType	TargetGeneTSS	region.id
chr19	13693805	13694345	CALR	0.00191511	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	34	0.0535032796037	976	0.0103350906104	NA	0.979783997988		122	0.424204016347	0.949908829892	0.994789394827	1	K562	NA	NA
chr8	128189625	128192185	MYC	-0.00132609	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	32	0.0198649018709	3919	0.00157100758078	NA	0.792351739849		223	0.999499551042	1	1	1	K562	NA	NA
chr8	128208622	128211122	MYC	-0.00862979	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	43	0.0171751229537	3919	0.00157100758078	NA	0.955813971987		223	0.999976755244	1	1	1	K562	NA	NA
chr8	128230263	128232763	MYC	-0.00589094	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	38	0.0218189188063	3919	0.00157100758078	NA	0.861630692157		223	0.999100591803	1	1	1	K562	NA	NA
chr8	128578205	128580765	MYC	-0.01712446	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	36	0.0208762864436	3919	0.00157100758078	NA	0.84128601975		223	0.999364996069	1	1	1	K562	NA	NA
chr8	128627285	128629785	MYC	0.01411366	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	48	0.0184268004232	3919	0.00157100758078	NA	0.293840959412		223	0.999947672965	1	1	1	K562	NA	NA
chr8	128629585	128632085	MYC	0.02650585	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	28	0.0170644427108	3919	0.00157100758078	NA	0.194119199338		223	0.999888791345	1	1	1	K562	NA	NA
chr8	128630185	128632725	MYC	0.00811119	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	49	0.0164072544048	3919	0.00157100758078	NA	0.455832051619		223	0.99999388549	1	1	1	K562	NA	NA
chr8	128736885	128739385	MYC	-0.02892406	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	46	0.0110433986343	3919	0.00157100758078	NA	0.45143915655		223	0.99999999992	1	1	1	K562	NA	NA
chr8	128739945	128742485	MYC	-0.00657407	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	46	0.0109968805355	3919	0.00157100758078	NA	0.862189595835		223	0.999999999932	1	1	1	K562	NA	NA
chr8	128744963	128747705	MYC	-0.07549359	TRUE	TRUE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	73	0.011771832159	3919	0.00157100758078	NA	2.65314238141e-07		223	0.999999999958	1	1	1	K562	NA	NA
chr8	128757345	128759905	MYC	0.01152757	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	47	0.0146925512793	3919	0.00157100758078	NA	0.362358864619		223	0.999999359872	1	1	1	K562	NA	NA
chr8	128770725	128773225	MYC	0.00812488	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	45	0.0111107939889	3919	0.00157100758078	NA	0.488892309586		223	0.999999999876	1	1	1	K562	NA	NA
chr8	128771725	128774485	MYC	0.01595939	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	63	0.0105138541277	3919	0.00157100758078	NA	0.171980596044		223	0.999999999999	1	1	1	K562	NA	NA
chr8	128787805	128790305	MYC	0.00645503	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	36	0.0153965926	3919	0.00157100758078	NA	0.592892548946		223	0.999993678937	1	1	1	K562	NA	NA
chr8	128805528	128808028	MYC	0.00545288	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	94	0.00952724111092	3919	0.00157100758078	NA	0.361918562848		223	1	1	1	1	K562	NA	NA
chr8	128806125	128808865	MYC	0.03726628	TRUE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	69	0.00925274237574	3919	0.00157100758078	NA	0.000729814655272		223	1	1	1	1	K562	NA	NA
chr8	128806925	128809425	MYC	0.03834059	TRUE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	50	0.0112164231893	3919	0.00157100758078	NA	0.00444650381099		223	0.999999999922	1	1	1	K562	NA	NA
chr8	128811885	128814385	MYC	0.02068095	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	48	0.0182436786472	3919	0.00157100758078	NA	0.152839599573		223	0.999955448849	1	1	1	K562	NA	NA
chr8	128817965	128820545	MYC	0.00475771	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	40	0.0163977855849	3919	0.00157100758078	NA	0.618982621458		223	0.999986665573	1	1	1	K562	NA	NA
chr8	128826425	128828925	MYC	0.01891173	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	39	0.0105380086015	3919	0.00157100758078	NA	0.225480005675		223	0.99999999995	1	1	1	K562	NA	NA
chr8	128831405	128833905	MYC	-0.00299549	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	60	0.0100172905822	3919	0.00157100758078	NA	0.787339520015		223	1	1	1	1	K562	NA	NA
chr8	128833725	128836225	MYC	0.00748409	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	40	0.0149269207573	3919	0.00157100758078	NA	0.530917035744		223	0.999998002698	1	1	1	K562	NA	NA
chr8	128842745	128845245	MYC	0.00673153	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	46	0.0110207766269	3919	0.00157100758078	NA	0.522084517097		223	0.999999999926	1	1	1	K562	NA	NA
chr8	128855505	128858085	MYC	-0.00585378	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	45	0.014470760015	3919	0.00157100758078	NA	0.861630692157		223	0.999999454765	1	1	1	K562	NA	NA
chr8	128856945	128859445	MYC	-0.01719678	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	60	0.0126264300685	3919	0.00157100758078	NA	0.787339520015		223	0.999999997929	1	1	1	K562	NA	NA
chr8	128857545	128860045	MYC	0.00474973	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	57	0.0123450636394	3919	0.00157100758078	NA	0.530914033569		223	0.999999998737	1	1	1	K562	NA	NA
chr8	128858805	128861425	MYC	0.02264285	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	29	0.0158956015008	3919	0.00157100758078	NA	0.247779508207		223	0.999968526429	1	1	1	K562	NA	NA
chr8	128862585	128865725	MYC	0.0065342	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	128	0.00780199399074	3919	0.00157100758078	NA	0.212245630701		223	1	1	1	1	K562	NA	NA
chr8	128865365	128868165	MYC	0.00871315	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	118	0.00723965007646	3919	0.00157100758078	NA	0.172879532657		223	1	1	1	1	K562	NA	NA
chr8	128870905	128873425	MYC	-0.00176291	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	83	0.00825575885284	3919	0.00157100758078	NA	0.691148766628		223	1	1	1	1	K562	NA	NA
chr8	128877565	128880065	MYC	0.01531621	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	62	0.0117535345915	3919	0.00157100758078	NA	0.181285360117		223	0.999999999888	1	1	1	K562	NA	NA
chr8	128886765	128889365	MYC	0.00012099	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	75	0.0136176600196	3919	0.00157100758078	NA	0.637865740804		223	0.999999991525	1	1	1	K562	NA	NA
chr8	128901145	128904065	MYC	-0.00676695	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	100	0.0101178707227	3919	0.00157100758078	NA	0.855921739898		223	1	1	1	1	K562	NA	NA
chr8	128903245	128905745	MYC	-0.01377713	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	43	0.0124106453567	3919	0.00157100758078	NA	0.861630692157		223	0.999999990601	1	1	1	K562	NA	NA
chr8	128904005	128906505	MYC	-0.02940357	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	55	0.015685663713	3919	0.00157100758078	NA	0.371210471502		223	0.999998493762	1	1	1	K562	NA	NA
chr8	128905785	128908325	MYC	-0.03747372	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	38	0.0136758531064	3919	0.00157100758078	NA	0.284255665129		223	0.999999669899	1	1	1	K562	NA	NA
chr8	128906905	128909405	MYC	-0.04832842	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	8	0.0334530610701	3919	0.00157100758078	NA	0.535024172688		223	0.825974868983	0.99995651791	0.999999969753	1	K562	NA	NA
chr8	128907965	128910485	MYC	-0.04126198	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	67	0.011231670764	3919	0.00157100758078	NA	0.065106054089		223	0.999999999991	1	1	1	K562	NA	NA
chr8	128916005	128918585	MYC	0.00118891	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	57	0.012714065501	3919	0.00157100758078	NA	0.637865740804		223	0.999999996453	1	1	1	K562	NA	NA
chr8	128917445	128919985	MYC	-0.00919012	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	58	0.0116469952934	3919	0.00157100758078	NA	0.963539534364		223	0.999999999878	1	1	1	K562	NA	NA
chr8	128918965	128921525	MYC	-0.02360129	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	46	0.0121110595745	3919	0.00157100758078	NA	0.62722835694		223	0.999999997379	1	1	1	K562	NA	NA
chr8	128922045	128924785	MYC	0.00260243	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	102	0.00735069500409	3919	0.00157100758078	NA	0.454531251878		223	1	1	1	1	K562	NA	NA
chr8	128922905	128925405	MYC	0.01760109	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	55	0.0138003539458	3919	0.00157100758078	NA	0.171980596044		223	0.999999943457	1	1	1	K562	NA	NA
chr8	128924725	128927225	MYC	0.0104336	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	81	0.00857687103058	3919	0.00157100758078	NA	0.218710653111		223	1	1	1	1	K562	NA	NA
chr8	128925445	128927985	MYC	-0.01873296	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	9	0.0228860470577	3919	0.00157100758078	NA	0.861630692157		223	0.938441716449	0.999999998194	1	1	K562	NA	NA
chr8	128927405	128929925	MYC	-0.00133098	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	42	0.0168559688735	3919	0.00157100758078	NA	0.787339520015		223	0.999981803653	1	1	1	K562	NA	NA
chr8	128928245	128931145	MYC	0.00464598	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	115	0.00772441474084	3919	0.00157100758078	NA	0.326245287134		223	1	1	1	1	K562	NA	NA
chr8	128929785	128932285	MYC	-0.00382086	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	49	0.0132756997289	3919	0.00157100758078	NA	0.836255256446		223	0.999999966331	1	1	1	K562	NA	NA
chr8	128930405	128932905	MYC	-0.02054825	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	50	0.0102211013273	3919	0.00157100758078	NA	0.694226692632		223	0.999999999999	1	1	1	K562	NA	NA
chr8	128931145	128933705	MYC	-0.00452671	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	50	0.0100862017141	3919	0.00157100758078	NA	0.844496948353		223	0.999999999999	1	1	1	K562	NA	NA
chr8	128937265	128939805	MYC	0.00530154	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	90	0.00984452256705	3919	0.00157100758078	NA	0.364384738058		223	1	1	1	1	K562	NA	NA
chr8	128939265	128942065	MYC	0.01576481	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	75	0.0118303888392	3919	0.00157100758078	NA	0.124582781647		223	0.999999999956	1	1	1	K562	NA	NA
chr8	128956665	128959265	MYC	0.00020395	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	75	0.00853001230459	3919	0.00157100758078	NA	0.637865740804		223	1	1	1	1	K562	NA	NA
chr8	128957765	128960265	MYC	-0.02836669	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	33	0.0157866529252	3919	0.00157100758078	NA	0.551494792338		223	0.999984736959	1	1	1	K562	NA	NA
chr8	128959665	128962219	MYC	-0.00962074	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	39	0.0120557577347	3919	0.00157100758078	NA	0.982839330282		223	0.999999992672	1	1	1	K562	NA	NA
chr8	128960765	128963285	MYC	-0.01720335	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	95	0.0107606869381	3919	0.00157100758078	NA	0.71951985763		223	1	1	1	1	K562	NA	NA
chr8	128962705	128965205	MYC	-0.03676669	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	31	0.0154329288936	3919	0.00157100758078	NA	0.361918562848		223	0.999986418678	1	1	1	K562	NA	NA
chr8	128963265	128965965	MYC	-0.0389671	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	55	0.0127535047074	3919	0.00157100758078	NA	0.146655539441		223	0.999999995143	1	1	1	K562	NA	NA
chr8	128969925	128972445	MYC	-0.08460528	TRUE	TRUE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	57	0.0128123509303	3919	0.00157100758078	NA	2.09028345242e-07		223	0.999999995396	1	1	1	K562	NA	NA
chr8	128973565	128976065	MYC	-0.11304734	TRUE	TRUE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	31	0.0215484956302	3919	0.00157100758078	NA	1.15216445293e-07		223	0.998686275769	1	1	1	K562	NA	NA
chr8	128978925	128981445	MYC	-0.03126112	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	48	0.0129872769455	3919	0.00157100758078	NA	0.362358864619		223	0.999999980488	1	1	1	K562	NA	NA
chr8	128979545	128982045	MYC	-0.0228203	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	54	0.0135477310342	3919	0.00157100758078	NA	0.618982621458		223	0.999999963812	1	1	1	K562	NA	NA
chr8	128980545	128983045	MYC	-0.00618242	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	57	0.0111913779515	3919	0.00157100758078	NA	0.86125785479		223	0.999999999974	1	1	1	K562	NA	NA
chr8	128981865	128984385	MYC	-0.04177246	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	40	0.00949472312917	3919	0.00157100758078	NA	0.175588396708		223	1	1	1	1	K562	NA	NA
chr8	128987225	128989745	MYC	-0.00209251	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	57	0.0125193844847	3919	0.00157100758078	NA	0.768795053205		223	0.99999999792	1	1	1	K562	NA	NA
chr8	128988905	128991425	MYC	0.029253	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	34	0.012546939191	3919	0.00157100758078	NA	0.106144804299		223	0.999999933196	1	1	1	K562	NA	NA
chr8	128991385	128993885	MYC	0.00142213	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	59	0.0146880050956	3919	0.00157100758078	NA	0.637865740804		223	0.999999773393	1	1	1	K562	NA	NA
chr8	128998905	129001425	MYC	0.00807678	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	59	0.0102782259358	3919	0.00157100758078	NA	0.394635974004		223	1	1	1	1	K562	NA	NA
chr8	129003805	129006785	MYC	-0.00307313	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	107	0.00795172940562	3919	0.00157100758078	NA	0.705478579553		223	1	1	1	1	K562	NA	NA
chr8	129013645	129016225	MYC	0.00515132	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	18	0.0180429452669	3919	0.00157100758078	NA	0.73805060035		223	0.99863245969	1	1	1	K562	NA	NA
chr8	129018705	129021225	MYC	-0.02858409	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	28	0.0203690998993	3919	0.00157100758078	NA	0.595458943867		223	0.999015171205	1	1	1	K562	NA	NA
chr8	129022205	129024765	MYC	0.00848205	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	23	0.0189744342242	3919	0.00157100758078	NA	0.637865740804		223	0.999110317288	1	1	1	K562	NA	NA
chr8	129025545	129028305	MYC	-0.03037065	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	51	0.017070413849	3919	0.00157100758078	NA	0.364384738058		223	0.999988572008	1	1	1	K562	NA	NA
chr8	129027645	129030165	MYC	0.00065956	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	52	0.0104260947573	3919	0.00157100758078	NA	0.677949012994		223	0.999999999998	1	1	1	K562	NA	NA
chr8	129029945	129032445	MYC	-0.00476644	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	59	0.012584125009	3919	0.00157100758078	NA	0.844496948353		223	0.999999997969	1	1	1	K562	NA	NA
chr8	129041645	129044145	MYC	0.02229608	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	33	0.0150955652959	3919	0.00157100758078	NA	0.212245630701		223	0.9999934685	1	1	1	K562	NA	NA
chr8	129046325	129048825	MYC	-0.00265236	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	52	0.010092423116	3919	0.00157100758078	NA	0.787339520015		223	1	1	1	1	K562	NA	NA
chr8	129050505	129053025	MYC	-0.01290082	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	71	0.00921200447387	3919	0.00157100758078	NA	0.861630692157		223	1	1	1	1	K562	NA	NA
chr8	129058405	129060905	MYC	-0.06413128	TRUE	TRUE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	41	0.0163449475329	3919	0.00157100758078	NA	0.00414753052271		223	0.99998863423	1	1	1	K562	NA	NA
chr8	129061805	129064645	MYC	-0.03175511	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	80	0.0106959635576	3919	0.00157100758078	NA	0.194119199338		223	1	1	1	1	K562	NA	NA
chr8	129068085	129070585	MYC	-0.01485039	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	42	0.0135869058092	3919	0.00157100758078	NA	0.855921739898		223	0.999999843833	1	1	1	K562	NA	NA
chr8	129070125	129072625	MYC	0.01165911	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	54	0.0137753060393	3919	0.00157100758078	NA	0.319972915772		223	0.999999941112	1	1	1	K562	NA	NA
chr8	129072645	129075145	MYC	-0.02305408	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	24	0.0215671666306	3919	0.00157100758078	NA	0.740762107283		223	0.997355581406	1	1	1	K562	NA	NA
chr8	129073945	129076445	MYC	-0.01880811	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	38	0.0171405984668	3919	0.00157100758078	NA	0.787339520015		223	0.999964568799	1	1	1	K562	NA	NA
chr8	129075385	129077945	MYC	0.01656477	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	49	0.0113993188163	3919	0.00157100758078	NA	0.212245630701		223	0.999999999825	1	1	1	K562	NA	NA
chr8	129076705	129079225	MYC	-0.00665275	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	51	0.0158410658184	3919	0.00157100758078	NA	0.861630692157		223	0.999997476951	1	1	1	K562	NA	NA
chr8	129078145	129080705	MYC	-0.01603157	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	73	0.0118060798777	3919	0.00157100758078	NA	0.791675316579		223	0.999999999952	1	1	1	K562	NA	NA
chr8	129088185	129090685	MYC	0.00722431	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	83	0.0114269183686	3919	0.00157100758078	NA	0.326245287134		223	0.999999999995	1	1	1	K562	NA	NA
chr8	129089145	129091685	MYC	-0.00428158	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	43	0.0162629825772	3919	0.00157100758078	NA	0.847434084842		223	0.999991470812	1	1	1	K562	NA	NA
chr8	129093805	129096305	MYC	-0.01100373	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	40	0.0129435404235	3919	0.00157100758078	NA	0.963539534364		223	0.999999945607	1	1	1	K562	NA	NA
chr8	129116125	129118625	MYC	0.00511175	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	53	0.0107338070115	3919	0.00157100758078	NA	0.530917035744		223	0.999999999993	1	1	1	K562	NA	NA
chr8	129117385	129119885	MYC	-0.00874642	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	55	0.010680506148	3919	0.00157100758078	NA	0.955813971987		223	0.999999999996	1	1	1	K562	NA	NA
chr8	129139005	129141505	MYC	-0.00139444	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	23	0.0193945198703	3919	0.00157100758078	NA	0.842267571449		223	0.998883381932	1	1	1	K562	NA	NA
chr8	129141085	129143605	MYC	0.00495376	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	23	0.0182002107667	3919	0.00157100758078	NA	0.705478579553		223	0.999437353673	1	1	1	K562	NA	NA
chr8	129149525	129152025	MYC	0.00611891	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	45	0.0152447578716	3919	0.00157100758078	NA	0.535024172688		223	0.999998159468	1	1	1	K562	NA	NA
chr8	129151025	129153525	MYC	0.0271183	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	30	0.0179208052403	3919	0.00157100758078	NA	0.171980596044		223	0.999831293133	1	1	1	K562	NA	NA
chr8	129156065	129158585	MYC	0.01635758	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	38	0.0171951110481	3919	0.00157100758078	NA	0.305592055553		223	0.999962653043	1	1	1	K562	NA	NA
chr8	129161185	129163685	MYC	0.01337724	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	66	0.016261274938	3919	0.00157100758078	NA	0.211042762523		223	0.999998251526	1	1	1	K562	NA	NA
